,title,rating,year_published,min_players,max_players,play_time,pt_min,pt_max,age,complexity,categories,mechanics,subdomain,num_honors
173346,7 Wonders Duel,7.97581,2015,2,2,30,30,30,10,2.2236,"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']","['End Game Bonuses', 'Income', 'Layering', 'Market', 'Modular Board', 'Multi-Use Cards', 'Once-Per-Game Abilities', 'Open Drafting', 'Set Collection', 'Sudden Death Ending', 'Tags', 'Tech Trees / Tech Tracks', 'Tug of War', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,24
167355,Nemesis,7.97135,2018,1,5,180,90,180,12,3.423,"['Adventure', 'Horror', 'Miniatures', 'Science Fiction']","['Campaign / Battle Card Driven', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Modular Board', 'Player Elimination', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",Thematic Games,11
28720,Brass: Lancashire,7.96679,2007,2,4,120,60,120,14,3.8598,"['Economic', 'Industry / Manufacturing', 'Post-Napoleonic', 'Transportation']","['Hand Management', 'Income', 'Loans', 'Market', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based']",Strategy Games,7
124361,Concordia,7.95604,2013,2,5,100,100,100,13,2.998,"['Ancient', 'Economic', 'Nautical']","['Action Retrieval', 'Advantage Token', 'Auction: Dutch', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'Hidden Victory Points', 'Movement Points', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Variable Set-up']",Strategy Games,11
246900,Eclipse: Second Dawn for the Galaxy,7.95072,2020,2,6,200,60,200,14,3.6203,"['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Alliances', 'Area-Impulse', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Income', 'Modular Board', 'Passed Action Token', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",Strategy Games,4
177736,A Feast for Odin,7.94561,2016,1,4,120,30,120,12,3.8571,"['Economic', 'Farming', 'Industry / Manufacturing', 'Medieval', 'Puzzle']","['Automatic Resource Growth', 'Dice Rolling', 'Grid Coverage', 'Income', 'Push Your Luck', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Pass Order', 'Worker Placement']",Strategy Games,9
266507,Clank!: Legacy – Acquisitions Incorporated,7.93991,2019,2,4,120,90,120,13,2.7333,"['Adventure', 'Fantasy', 'Miniatures']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Events', 'Legacy Game', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Once-Per-Game Abilities', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",Thematic Games,3
266192,Wingspan,7.92983,2019,1,5,70,40,70,10,2.4531,"['Animals', 'Card Game', 'Educational']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities', 'Open Drafting', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive']",Family Games,42
120677,Terra Mystica,7.92606,2012,2,5,150,60,150,12,3.974,"['Civilization', 'Economic', 'Fantasy', 'Territory Building']","['End Game Bonuses', 'Hexagon Grid', 'Income', 'Increase Value of Unchosen Resources', 'Network and Route Building', 'Tech Trees / Tech Tracks', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,29
205637,Arkham Horror: The Card Game,7.91426,2016,1,2,120,60,120,14,3.5238,"['Adventure', 'Card Game', 'Collectible Components', 'Exploration', 'Horror', 'Novel-based']","['Action Points', 'Area Movement', 'Communication Limits', 'Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Map Deformation', 'Modular Board', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",Customizable Games,15
237182,Root,7.89013,2018,2,4,90,60,90,10,3.76,"['Animals', 'Fantasy', 'Wargame']","['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Sudden Death Ending', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,35
312484,Lost Ruins of Arnak,7.88495,2020,1,4,120,30,120,12,2.9006,"['Adventure', 'Exploration', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'Market', 'Multi-Use Cards', 'Once-Per-Game Abilities', 'Resource to Move', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement']",Family Games,31
164928,Orléans,7.87687,2014,2,4,90,90,90,12,3.0256,"['Medieval', 'Religious', 'Travel']","['Contracts', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Point to Point Movement', 'Simultaneous Action Selection', 'Tech Trees / Tech Tracks', 'Turn Order: Progressive', 'Variable Set-up']",Strategy Games,18
199792,Everdell,7.87132,2018,1,4,80,40,80,13,2.802,"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Contracts', 'End Game Bonuses', 'Hand Management', 'Income', 'Open Drafting', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']",Family Games,20
183394,Viticulture Essential Edition,7.86481,2015,1,6,90,45,90,13,2.8884,"['Economic', 'Farming']","['Contracts', 'Hand Management', 'Solo / Solitaire Game', 'Turn Order: Auction', 'Victory Points as a Resource', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,1
96848,Mage Knight Board Game,7.8628,2011,1,4,240,60,240,14,4.3481,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Card Play Conflict Resolution', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",Strategy Games,12
251247,Barrage,7.8388,2019,1,4,120,60,120,14,4.0882,"['Economic', 'Environmental', 'Industry / Manufacturing']","['Action Retrieval', 'Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Ownership', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",Strategy Games,25
324856,The Crew: Mission Deep Sea,7.83361,2021,2,5,20,20,20,10,2.0505,"['Card Game', 'Nautical', 'Science Fiction']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,5
341169,Great Western Trail (Second Edition),7.83102,2021,1,4,150,75,150,12,3.698,"['American West', 'Animals', 'Economic']","['Deck, Bag, and Pool Building', 'Hand Management', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Track Movement', 'Variable Set-up']",Strategy Games,0
175914,Food Chain Magnate,7.82089,2015,2,5,240,120,240,14,4.2122,"['Economic', 'Industry / Manufacturing']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Open Drafting', 'Simultaneous Action Selection', 'Victory Points as a Resource']",Strategy Games,12
192135,Too Many Bones,7.8164,2017,1,4,120,60,120,12,3.8585,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",Strategy Games,4
285774,Marvel Champions: The Card Game,7.80574,2019,1,4,90,45,90,14,2.9125,"['Card Game', 'Collectible Components', 'Comic Book / Strip']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",Customizable Games,12
256960,Pax Pamir: Second Edition,7.80519,2019,1,5,120,45,120,13,3.8428,"['Economic', 'Educational', 'Negotiation', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Auction: Dutch', 'Hand Management', 'Increase Value of Unchosen Resources', 'Negotiation', 'Open Drafting', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']",Strategy Games,16
3076,Puerto Rico,7.80001,2002,3,5,150,90,150,12,3.2728,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",Strategy Games,19
247763,Underwater Cities,7.78999,2018,1,4,150,80,150,12,3.6062,"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",Strategy Games,15
102794,Caverna: The Cave Farmers,7.78877,2013,1,7,210,30,210,12,3.7797,"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,14
170216,Blood Rage,7.78237,2015,2,4,90,60,90,14,2.8751,"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Play Conflict Resolution', 'Closed Drafting', 'Hand Management', 'Map Reduction', 'Memory', 'Open Drafting', 'Simultaneous Action Selection']",Strategy Games,19
31260,Agricola,7.77192,2007,1,5,150,30,150,12,3.6369,"['Animals', 'Economic', 'Farming']","['Automatic Resource Growth', 'Closed Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",Strategy Games,36
185343,Anachrony,7.77133,2017,1,4,120,30,120,15,4.0189,"['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,9
295947,Cascadia,7.7519,2021,1,4,45,30,45,10,1.824,"['Animals', 'Environmental', 'Puzzle']","['End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Set-up', 'Victory Points as a Resource']",Abstract Games,17
184267,On Mars,7.75066,2020,1,4,150,90,150,14,4.6732,"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Closed Drafting', 'Contracts', 'Delayed Purchase', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",Strategy Games,16
221107,Pandemic Legacy: Season 2,7.74178,2017,2,4,60,60,60,14,3.2491,"['Environmental', 'Exploration', 'Medical', 'Science Fiction']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,10
205059,Mansions of Madness: Second Edition,7.73879,2016,1,5,180,120,180,14,2.6711,"['Adventure', 'Exploration', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Traitor Game', 'Variable Player Powers']",Thematic Games,9
276025,Maracaibo,7.73744,2019,1,4,120,30,120,12,3.9109,"['Economic', 'Exploration', 'Pirates']","['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",Strategy Games,13
314040,Pandemic Legacy: Season 0,7.72994,2020,2,4,60,45,60,14,3.122,['Spies/Secret Agents'],"['Action Points', 'Cooperative Game', 'Hand Management', 'Legacy Game', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Tags', 'Trading', 'Variable Player Powers']",Strategy Games,5
521,Crokinole,7.72346,1876,2,4,30,30,30,8,1.2384,['Action / Dexterity'],"['Flicking', 'Team-Based Game']",Family Games,0
126163,Tzolk'in: The Mayan Calendar,7.72085,2012,2,4,90,90,90,13,3.6701,"['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",Strategy Games,26
2651,Power Grid,7.71655,2004,2,6,120,120,120,12,3.2572,"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based', 'Variable Set-up']",Strategy Games,20
255984,Sleeping Gods,7.7071,2021,1,4,1200,60,1200,13,3.2276,"['Adventure', 'Exploration', 'Fantasy', 'Nautical']","['Action Points', 'Cooperative Game', 'Events', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,12
284083,The Crew: The Quest for Planet Nine,7.70689,2019,2,5,20,20,20,10,1.9761,"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",Family Games,35
161533,Lisboa,7.70628,2017,1,4,120,60,120,12,4.5886,"['City Building', 'Economic', 'Industry / Manufacturing', 'Political']","['Area Majority / Influence', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Tile Placement']",Strategy Games,21
216132,Clans of Caledonia,7.69979,2017,1,4,120,30,120,12,3.4595,"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers']",Strategy Games,14
284378,Kanban EV,7.69924,2020,1,4,180,60,180,14,4.3161,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Hand Management', 'Variable Phase Order', 'Worker Placement']",Strategy Games,7
244521,The Quacks of Quedlinburg,7.6925,2018,2,4,45,45,45,10,1.9487,['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Dice Rolling', 'Events', 'Market', 'Push Your Luck', 'Simultaneous Action Selection', 'Variable Set-up']",Family Games,25
35677,Le Havre,7.69102,2008,1,5,150,30,150,12,3.7301,"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",Strategy Games,21
164153,Star Wars: Imperial Assault,7.69034,2014,1,5,120,60,120,14,3.3051,"['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']",Thematic Games,13
209010,Mechs vs. Minions,7.68307,2016,2,4,120,60,120,14,0,"['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Bias', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Open Drafting', 'Programmed Movement', 'Role Playing', 'Slide/Push', 'Variable Player Powers']",Strategy Games,14
125153,The Gallerist,7.6829,2015,1,4,150,60,150,13,4.2629,['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Victory Points as a Resource', 'Worker Placement']",Strategy Games,11
266810,Paladins of the West Kingdom,7.68229,2019,1,4,120,90,120,12,3.708,['Medieval'],"['End Game Bonuses', 'Market', 'Open Drafting', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",Strategy Games,7
55690,Kingdom Death: Monster,7.67207,2015,1,4,180,60,180,17,4.2625,"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",Thematic Games,6
124742,Android: Netrunner,7.65842,2012,2,2,45,45,45,14,0,"['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",Customizable Games,12
182874,Grand Austria Hotel,7.65601,2015,2,4,120,60,120,12,3.2153,['Economic'],"['Action Drafting', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Variable Set-up']",Strategy Games,6
230802,Azul,7.65185,2017,2,4,45,30,45,8,1.7598,"['Abstract Strategy', 'Puzzle', 'Renaissance']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Tile Placement', 'Turn Order: Claim Action']",Abstract Games,47
72125,Eclipse,7.64076,2011,2,6,180,60,180,14,3.7035,"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,21
28143,Race for the Galaxy,7.63881,2007,2,4,60,30,60,12,2.9896,"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Follow', 'Hand Management', 'Income', 'Market', 'Multi-Use Cards', 'Set Collection', 'Simultaneous Action Selection', 'Tags', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",Strategy Games,16
191189,Aeon's End,7.63638,2016,1,4,60,60,60,14,2.796,"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Chit-Pull System', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",Strategy Games,8
201808,Clank!: A Deck-Building Adventure,7.63549,2016,2,4,60,30,60,12,2.2225,"['Adventure', 'Fantasy']","['Action Points', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'End Game Bonuses', 'Movement Points', 'Open Drafting', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Variable Set-up']",Family Games,16
157354,Five Tribes,7.63064,2014,2,4,80,40,80,13,2.8523,"['Arabian', 'Fantasy', 'Mythology']","['Auction/Bidding', 'Constrained Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Take That', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",Strategy Games,20
200680,Agricola (Revised Edition),7.62709,2016,1,4,120,30,120,12,3.4713,"['Animals', 'Economic', 'Farming']","['Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Closed Drafting', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",Strategy Games,0
253344,Cthulhu: Death May Die,7.62513,2019,1,5,120,90,120,14,2.4239,"['Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers']",Thematic Games,7
25613,Through the Ages: A Story of Civilization,7.62443,2006,2,4,120,120,120,12,4.1755,"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Hand Management', 'Open Drafting']",Strategy Games,13
